alloy,Nb,Si,Ti,Al,Cr,Hf,Zr,Mo,V,W,Ta,Sn,VEC,x,Δx,ΔHmix,ΔSmix,ΔG,Tm,ΔTm,ρ,r,am,Δa,δ,Ω,Λ,mean_Molar Magnetic Susceptibility,mean_Neutron Cross Section,mean_Neutron Mass Absorption,mean_Space Group Number,mean_Speed of Sound,mean_A1 atomic number,mean_A6 atomic weight,mean_C1 temperature melting,mean_C12 modulus Young,mean_C2 temperature boiling,mean_C3 enthalpy vaporization,mean_C4 enthalpy melting,mean_C5 enthalpy atomization,mean_E13 Electron affinity,mean_E2 electronegativity (Pauling),mean_Electrophilicity Index,mean_Glawe Number,mean_Mass Magnetic Susceptibility,mean_S10 Lattice Constants a,mean_S11 Lattice Constants b,mean_S12 Lattice Constants c,mean_S13 radii atomic (coordination number 12) (pm),mean_S3 radii covalent,mean_Volume Magnetic Susceptibility,mean_共价半径 Pyykko(Double Bond) (pm),mean_共价半径 Pyykko(Single Bond) (pm),mean_共价半径 Pyykko(Triple Bond) (pm),mean_密度,mean_摩尔体积(cm3/mol),mean_摩尔热容(J/mol/k),mean_比热容J/g/k,mean_热导率W/(mk),mean_热膨胀(1/k),mean_电导率(MS/m),mean_电阻率(mΩ),mean_莫氏硬度(MPa),mean_金属半径 12 Neighbors(pm),mean_金属半径(pm),var_Molar Magnetic Susceptibility,var_Neutron Cross Section,var_Neutron Mass Absorption,var_Space Group Number,var_Speed of Sound,var_A1 atomic number,var_A6 atomic weight,var_C1 temperature melting,var_C12 modulus Young,var_C2 temperature boiling,var_C3 enthalpy vaporization,var_C4 enthalpy melting,var_C5 enthalpy atomization,var_E13 Electron affinity,var_E2 electronegativity (Pauling),var_Electrophilicity Index,var_Glawe Number,var_Mass Magnetic Susceptibility,var_S10 Lattice Constants a,var_S11 Lattice Constants b,var_S12 Lattice Constants c,var_S13 radii atomic (coordination number 12) (pm),var_S3 radii covalent,var_Volume Magnetic Susceptibility,var_共价半径 Pyykko(Double Bond) (pm),var_共价半径 Pyykko(Single Bond) (pm),var_共价半径 Pyykko(Triple Bond) (pm),var_密度,var_摩尔体积(cm3/mol),var_摩尔热容(J/mol/k),var_比热容J/g/k,var_热导率W/(mk),var_热膨胀(1/k),var_电导率(MS/m),var_电阻率(mΩ),var_莫氏硬度(MPa),var_金属半径 12 Neighbors(pm),var_金属半径(pm),KQ,
alloy149,76.3,18.7,0,0,0,0,5,0,0,0,0,0,4.7865,1.6561,11.697,-34.49174,5.568,-48.52460336,2520.27,694.82,7.188623,1.3861,369.5384,83.2479,8.5111,0.40684707,0.07686486,2.0213837,0.917692,0.0003756,226.876,3256.64,35.901,80.70065531,2520.119,92.304,4655.422,618.811,30.8706,673.929,92.7325,1.6426,1.327064,58.784,21.5996,369.81303,369.81303,379.38803,182.131,154.639,0.000185583,121.734,141.553,113.632,7.30017,11.226331,23.738343,0.349239,69.9711,6.3411E-06,5.232287,0.000187135,6.0435,145.204,131.371,1.031826731,0.173754665,1.02646E-08,57.486624,261611.1104,110.373199,636.900519,177803.1288,536.329584,510735.4319,13389.43928,92.24249564,12243.70996,479.1786938,0.01866024,0.032239706,158.833344,129.2708798,6908.530817,6908.530817,7757.823167,1166.777839,443.704679,9.01237E-09,50.121244,152.487191,32.294576,5.880837021,0.629111023,3.614677041,0.030276524,1481.652135,3.33934E-12,7.162242937,1.5198E-07,0.09485775,21.134384,53.181359,10.4,"G. Kommineni, B.R. Golla, M.Z. Alam, R. Sarkar, S.P. V.V, Structure-property correlation and deformation mechanisms in ductile phase (Nbss) toughened cast Nb–Si alloys, J. Alloys Compd. 873 (2021) 159832."
alloy150,71.3,18.7,5,0,0,0,5,0,0,0,0,0,4.76,1.6531,11.912,-34.62054,7.1026,-52.23370953,2479.82,709.38,6.994812,1.3877,367.7904,84.4177,8.5598,0.508749128,0.096937122,1.9893337,1.165192,0.0005756,225.126,3289.64,34.951,78.44868681,2479.669,92.854,4582.572,605.941,30.4706,660.929,88.8075,1.6396,1.308214,58.684,22.2246,368.04703,368.04703,386.29553,181.031,154.439,0.000182768,121.334,141.003,113.232,7.09702,11.215331,23.761343,0.362139,68.3811,6.4061E-06,5.022287,0.000187148,6.0435,145.254,131.271,1.016818274,1.452615875,7.80025E-07,108.240124,297043.8704,117.832599,678.2826293,190293.6034,556.042684,558888.8448,14961.53552,98.53897564,13918.86396,823.9506938,0.01908684,0.041481446,160.180144,144.1932548,7106.994003,7106.994003,7987.611102,1154.856039,440.720279,8.87345E-09,50.548444,152.242991,33.440176,6.14903362,0.639887305,3.664364263,0.031264948,1581.428133,3.54427E-12,7.383703477,1.51976E-07,0.09485775,21.261484,52.845559,10.59,"G. Kommineni, B.R. Golla, M.Z. Alam, R. Sarkar, S.P. V.V, Structure-property correlation and deformation mechanisms in ductile phase (Nbss) toughened cast Nb–Si alloys, J. Alloys Compd. 873 (2021) 159832."
alloy151,42,16,10,2,0,0,30,0,0,0,0,0,4.4,1.6422,11.393,-35.1968,11.0348,-60.31465315,2276.24,724.5,6.37875,1.4404,360.0782,81.2935,10.1204,0.71364025,0.10773805,1.723116,1.17942,0.001438,214.6,3469.6,33.92,76.20780617,2276.0894,85.02,4431.26,564.922,27.207,616.778,71.478,1.5612,1.20704,57.22,20.542,360.2294,360.2294,435.0264,182.68,157.56,0.000150135,121.68,142.62,114.36,6.4302,11.94706,24.09624,0.37886,60.134,0.000006514,4.54416,0.00016023,5.715,148.96,134.2,0.855113912,2.901070004,1.80724E-05,283.6,388803.84,118.5936,684.0728312,203712.708,586.3396,545927.3124,14461.40612,119.344801,13839.07492,1408.941316,0.03512656,0.061840478,163.7316,145.064836,6599.588962,6599.588962,8500.885499,1171.9376,482.8464,7.89108E-09,51.2976,170.1956,43.0704,5.26305116,2.046044336,3.647181222,0.03370092,2473.139844,8.8464E-12,29.43741005,1.34327E-07,0.470025,60.5584,84.52,9.48,哈尔滨工业大学. 一种利用B4C提高Nb-Si基高温合金韧性的方法:CN202410609444.9[P]. 2024-07-30.
alloy152,42,16,20,2,0,0,20,0,0,0,0,0,4.4,1.6362,11.752,-34.2688,11.4698,-60.16233229,2257.54,734.03,6.19141,1.4263,357.2662,82.9892,9.5243,0.755600788,0.126441521,1.762016,1.77102,0.001812,214.6,3503.6,32.12,71.87210617,2257.3894,89.82,4319.06,550.482,27.167,603.078,68.128,1.5822,1.19504,57.42,22.872,357.4174,357.4174,430.4114,179.68,156.06,0.000157305,120.68,140.82,113.06,6.2298,11.60806,24.06624,0.40336,60.054,0.000006804,4.55416,0.000160228,5.815,147.66,132.9,0.853708377,4.8732041,1.87494E-05,283.6,421675.04,125.8656,723.0460584,212398.4616,630.3076,602960.8164,16278.01588,119.999761,15714.00212,1713.476416,0.02938516,0.068009438,160.8036,176.487216,6879.008403,6879.008403,7957.182196,1113.0176,450.7764,7.76388E-09,49.6576,158.3876,41.0164,5.59210796,1.680982016,3.579455622,0.03416103,2479.186884,9.13118E-12,29.39542685,1.34327E-07,0.417025,47.0644,71.65,10.11,哈尔滨工业大学. 一种兼具高韧性高强度的超高温合金及其制备方法:CN202410609445.3[P]. 2024-07-30
alloy153,56,16,26,2,0,0,0,0,0,0,0,0,4.54,1.6326,11.948,-31.5616,8.6997,-51.86147998,2333.4,766.39,6.341052,1.3935,356.5366,83.6085,7.598,0.643182854,0.150697379,1.929556,2.26122,0.002,219.5,3479.2,31.18,69.50621797,2333.2494,97.88,4298.64,557.638,28.207,612.078,72.418,1.6326,1.22382,58.1,25.782,356.7382,356.7382,401.8404,176.76,153.62,0.000179527,119.8,138.76,111.58,6.39782,10.96086,23.94184,0.41624,64.346,0.000007202,5.16216,0.000160189,6.015,144.92,130.58,0.905500064,5.307578852,1.91296E-05,229.21,427887.36,129.7476,739.0658155,243274.6622,543.5056,678965.9104,19501.95476,110.442801,19001.79812,1814.007076,0.01427524,0.066295748,151.37,181.583076,6979.729671,6979.729671,7207.558924,1013.7424,382.8356,7.7254E-09,44.32,126.1424,28.9636,6.492859988,0.24812064,3.328356774,0.034391022,2274.697284,8.957E-12,28.99550429,1.3434E-07,0.251025,9.5136,37.2036,13.25,哈尔滨工业大学. 一种稀土钐韧化的Nb-Si基超高温合金及其制备方法:CN202311231228.7[P]. 2023-12-22
alloy154,60,17,23,0,0,0,0,0,0,0,0,0,4.6,1.6372,12.143,-32.0664,7.863,-50.80683831,2383.37,729.33,6.504333,1.3897,358.2177,84.8733,7.7681,0.584426013,0.130304274,1.969737,2.12122,0.001286,220.61,3414.2,32.04,71.527682,2383.22,97.67,4368.41,570.308,29.006,625.09,76.12,1.6372,1.24603,57.98,25.511,358.4337,358.4337,398.3318,178.15,154.07,0.000183127,120.1,139.2,111.78,6.57471,10.99661,23.88793,0.40033,62.587,0.0000068,4.59517,0.000170182,6.085,144.87,130.65,0.899627903,4.856910232,2.9018E-06,212.0379,374386.36,126.6784,723.8247164,208097.7916,545.9811,645643.4019,18201.78994,106.148364,17518.5619,1701.2796,0.01474416,0.062739849,150.1996,176.522379,7191.333353,7191.333353,7465.213861,1004.0275,382.6051,7.67838E-09,45.79,130.36,30.2316,6.435042686,0.237050258,3.476396885,0.030963041,1697.561731,3.894E-12,7.255912841,1.41038E-07,0.035275,9.8331,38.8275,6.3,哈尔滨工业大学. 一种高强韧高温NbSiTiCx合金及其制备方法:CN202210719573.4[P].2023-06-13
alloy155,56,16,22,2,2,2,0,0,0,0,0,0,4.58,1.6302,12.71,-31.7648,9.8582,-54.9244721,2349.28,760.88,6.594187,1.3915,356.9462,83.3802,7.9104,0.729098628,0.157543589,1.917996,4.15922,0.002266,220.2,3492.6,32.22,72.20125997,2349.3294,100.38,4312.64,559.074,28.377,613.4756,73.4,1.6302,1.22826,58.16,25.174,357.1478,357.1478,399.0206,177.2,153.5,0.000180063,119.9,138.8,111.76,6.62754,10.948858,23.92104,0.40718,65.808,0.000007074,5.28616,0.000160181,6.055,144.78,130.56,0.927665566,208.1453837,2.53086E-05,217.52,535755.24,159.6516,956.7537135,237928.2751,1188.1156,700314.2304,19706.50592,108.106121,19147.98261,1751.1932,0.01615396,0.064502032,150.8544,188.410724,6941.448301,6941.448301,7480.604914,1035.36,394.61,8.34463E-09,46.89,134.96,32.0624,7.265196328,0.641474414,3.348868678,0.035356788,2252.151936,9.00232E-12,28.91591261,1.34342E-07,0.378225,19.0116,43.4064,12.62,"杨春艳, 陈颖, 沙江波, Cr对Nb-16Si-22Ti-2Al-2Hf合金显微组织与高低温力学性能的影响, 航空学报 31(9) (2010) 1892-1899."
alloy156,41,16,22,2,17,2,0,0,0,0,0,0,4.73,1.6392,12.676,-32.8268,12.0519,-60.10965018,2263.78,732.23,6.347583,1.3645,351.0902,86.3812,8.7405,0.831115131,0.157754939,1.881096,4.45172,0.002521,220.2,3861.6,29.67,66.06471947,2263.8294,126.48,4001.69,508.374,27.507,563.1476,70.13,1.6392,1.20891,58.46,27.709,351.2378,351.2378,393.1106,172.4,149.75,0.000192168,117.8,135.05,109.81,6.42054,10.407463,23.73354,0.43478,71.838,0.000006714,5.46616,0.000160178,6.43,142.08,128.31,0.88800146,206.8698088,2.47255E-05,217.52,1298035.44,151.7211,916.0286204,210838.3525,5289.4696,810182.1939,22010.71952,115.139201,21470.27758,1728.7283,0.01606936,0.065356722,148.2684,237.125819,7455.533197,7455.533197,8489.626306,966.24,395.5475,1.05534E-08,50.46,153.1475,37.0739,6.703828888,2.419210406,3.293477428,0.031825092,2312.174556,9.574E-12,29.60849501,1.34343E-07,1.13385,53.7336,56.6139,8.48,"杨春艳, 陈颖, 沙江波, Cr对Nb-16Si-22Ti-2Al-2Hf合金显微组织与高低温力学性能的影响, 航空学报 31(9) (2010) 1892-1899."
alloy157,98,2,0,0,0,0,0,0,0,0,0,0,4.98,1.606,4.2,-4.3904,0.8151,-6.614718239,2728.89,421.97,8.431548,1.4235,334.301,29.827,2.7145,0.506632252,0.110619375,2.507902,1.13032,0.000396,228.96,3454.4,40.46,91.6099426,2728.74,103.84,4980.12,674.06,27.276,727.34,87.05,1.606,1.26944,53.64,27.016,334.6538,334.6538,334.6538,196.26,162.94,0.000232185,124.64,146.38,115.72,8.4452,10.86526,24.50378,0.27394,55.606,0.000007206,6.56602,0.000020147,6.01,145.84,133.66,0.132995879,0.018977818,7.84E-10,0.0784,32112.64,14.2884,82.35547617,22147.3924,65.9344,66646.5856,1728.8964,11.102224,1569.7444,44.2225,0.001764,0.003490446,20.0704,16.711744,886.6459076,886.6459076,886.6459076,148.3524,55.0564,1.13584E-09,6.3504,18.8356,3.8416,0.76317696,0.028838832,0.453656132,0.003916256,178.008964,4.32964E-13,0.87958138,1.95941E-08,0.0049,1.2544,5.6644,16.8,"孔玢. Si,Zr,Y和Dy对多元Nb-Si基合金室温强韧性影响的研究[D]. 北京航空航天大学,2017."
alloy158,96.5,3.5,0,0,0,0,0,0,0,0,0,0,4.965,1.6105,5.513,-7.5656,1.2614,-10.98770252,2712.94,468.51,8.328115,1.4193,337.4968,39.1543,3.5737,0.452324008,0.098768087,2.4688285,1.11556,0.000393,228.93,3435.2,40.055,90.63762205,2712.795,102.97,4952.46,669.605,27.633,723.095,87.7625,1.6105,1.27577,54.12,26.578,337.84415,337.84415,337.84415,194.955,162.145,0.000228574,124.37,145.915,115.51,8.3516,10.883455,24.431615,0.280645,57.0355,7.1355E-06,6.465535,3.51448E-05,6.0175,145.72,133.405,0.229180398,0.032702846,1.351E-09,0.1351,55336.96,24.621975,141.916133,38164.70298,113.6191,114846.3484,2979.258975,19.131511,2705.005975,76.20484375,0.00303975,0.006014787,34.5856,28.797916,1527.880894,1527.880894,1527.880894,255.642975,94.873975,1.95729E-09,10.9431,32.457775,6.6199,1.31511744,0.049695488,0.781746727,0.006748549,306.7475898,7.4609E-13,1.515707199,3.37649E-08,0.00844375,2.1616,9.760975,12.6,"孔玢. Si,Zr,Y和Dy对多元Nb-Si基合金室温强韧性影响的研究[D]. 北京航空航天大学,2017."
alloy159,56,16,22,2,2,2,0,0,0,0,0,0,4.58,1.6302,12.71,-31.7648,9.8582,-54.9244721,2349.28,760.88,6.594187,1.3915,356.9462,83.3802,7.9104,0.729098628,0.157543589,1.917996,4.15922,0.002266,220.2,3492.6,32.22,72.20125997,2349.3294,100.38,4312.64,559.074,28.377,613.4756,73.4,1.6302,1.22826,58.16,25.174,357.1478,357.1478,399.0206,177.2,153.5,0.000180063,119.9,138.8,111.76,6.62754,10.948858,23.92104,0.40718,65.808,0.000007074,5.28616,0.000160181,6.055,144.78,130.56,0.927665566,208.1453837,2.53086E-05,217.52,535755.24,159.6516,956.7537135,237928.2751,1188.1156,700314.2304,19706.50592,108.106121,19147.98261,1751.1932,0.01615396,0.064502032,150.8544,188.410724,6941.448301,6941.448301,7480.604914,1035.36,394.61,8.34463E-09,46.89,134.96,32.0624,7.265196328,0.641474414,3.348868678,0.035356788,2252.151936,9.00232E-12,28.91591261,1.34342E-07,0.378225,19.0116,43.4064,11.73,"王占涛. Ga对Nb-Si合金组织及力学性能的影响[D]. 黑龙江: 哈尔滨工业大学, 2014."
alloy160,47,17,20,2,2,4,0,0,0,0,8,0,4.57,1.6204,14.17,-33.4888,12.1823,-62.64043479,2392.95,815.19,7.369863,1.3912,359.5647,85.0654,8.2816,0.870489082,0.17762365,1.822567,7.65538,0.002872,220.18,3450.8,35.51,81.20882707,2393.1994,105.52,4377.64,565.392,28.573,617.4736,69.315,1.6204,1.21684,58.38,22.834,359.7443,359.7443,401.8571,177.13,153.75,0.000170748,120.02,138.73,112.14,7.3876,11.018908,23.94713,0.39407,67.087,0.000006893,5.31517,0.000170176,6.09,144.94,130.63,0.938914692,415.9167024,3.11386E-05,217.2076,547663.36,307.8099,2016.66574,293887.3267,1779.8696,820383.7104,21458.82454,112.244521,19991.34891,1921.209475,0.02007784,0.068667954,158.9556,209.777444,7225.546861,7225.546861,7764.413943,1100.7731,432.8675,8.54425E-09,50.3196,141.5771,37.2604,15.37175804,0.767275,3.682587333,0.041122505,2310.144931,9.19405E-12,29.40426804,1.4104E-07,0.40065,23.3764,48.6931,12.8194,"李兆博. 合金元素对Nb-Si-Ti超高温合金组织和氧化烧蚀性能影响研究[D]. 黑龙江: 哈尔滨工业大学, 2020."
alloy161,58,14,18,2,2,1,0,5,0,0,0,0,4.7,1.6576,16.305,-28.5672,10.4106,-53.68527104,2412.74,759.33,6.886191,1.3909,353.4206,78.6355,7.3672,0.879262617,0.191809821,1.939974,3.0249,0.001939,221.99,3632,33.26,74.59560737,2412.6894,112.57,4403.96,571.86,28.298,626.9806,75.741,1.6576,1.23643,57.78,24.686,353.6294,353.6294,386.7087,179.32,154.11,0.00018296,120.35,139.36,112.15,6.95296,10.832356,23.96056,0.38843,69.746,0.000007005,6.28714,0.000140168,6.025,144.42,130.68,0.880599381,107.0099736,2.19522E-05,184.4899,827614,138.2524,812.2108795,236378.5839,3581.5451,668050.9584,18515.7234,94.503346,18030.78805,1449.509219,0.02658424,0.054224325,134.3516,170.169604,6173.813988,6173.813988,7057.652999,950.5176,354.0179,7.784E-09,42.9475,123.5704,28.8275,6.905987058,0.669214227,2.931404426,0.033541625,2273.569684,8.74988E-12,37.87017076,1.20353E-07,0.385625,17.4436,38.0776,8.4065,"李兆博. 合金元素对Nb-Si-Ti超高温合金组织和氧化烧蚀性能影响研究[D]. 黑龙江: 哈尔滨工业大学, 2020."
alloy162,49,14,20,2,2,3,0,10,0,0,0,0,4.71,1.6784,20.324,-28.9072,11.9607,-57.59828795,2398.78,765.29,6.993387,1.3913,351.7464,79.3562,7.6101,0.992523937,0.20652654,1.822974,5.2534,0.002436,220.59,3771.3,33.55,75.55867407,2398.9294,123.45,4366.75,560.112,28.164,615.7876,71.739,1.6784,1.21833,57.83,23.695,351.9228,351.9228,392.1809,178.68,153.75,0.000172669,120.05,138.79,111.96,7.052,10.80399,23.96536,0.39047,72.761,0.000006878,6.80014,0.000140171,5.99,144.35,130.64,0.885534037,305.8449571,2.81911E-05,211.9019,1146197.31,169.1475,1034.077589,242252.5986,5824.2475,664449.7875,17787.44566,96.296654,17420.76573,1632.170979,0.04130744,0.059223041,134.5811,189.123275,6289.778192,6289.778192,7415.947722,941.0776,354.5075,7.86463E-09,42.3275,121.5059,29.7784,8.1421978,0.914455429,2.98187001,0.034667769,2570.601179,9.04432E-12,47.45909612,1.20352E-07,0.40365,23.0675,40.6904,7.8981,"李兆博. 合金元素对Nb-Si-Ti超高温合金组织和氧化烧蚀性能影响研究[D]. 黑龙江: 哈尔滨工业大学, 2020."
alloy163,40,14,22,2,2,5,0,15,0,0,0,0,4.72,1.6992,23.487,-29.1816,13.0174,-60.22575587,2384.82,770.78,7.101147,1.3916,350.0722,80.0353,7.8452,1.063826379,0.211502844,1.705974,7.4819,0.002933,219.19,3910.6,33.84,76.52174077,2385.1694,134.33,4329.54,548.364,28.03,604.5946,67.737,1.6992,1.20023,57.88,22.704,350.2162,350.2162,397.6531,178.04,153.39,0.000162378,119.75,138.22,111.77,7.15104,10.775624,23.97016,0.39251,75.776,0.000006751,7.31314,0.000140174,5.955,144.28,130.6,0.863090693,494.747516,3.3936E-05,235.3939,1425971.64,199.8744,1254.089304,247747.9381,7830.2011,658079.4484,16783.1369,98.05405,16560.17692,1782.800731,0.05516536,0.063566537,134.8056,206.112784,6399.91743,6399.91743,7714.352499,930.8184,354.7379,7.73344E-09,41.5275,118.7916,30.6571,9.358790698,1.15808737,3.032289514,0.03578559,2849.452224,9.3065E-12,56.52168348,1.20351E-07,0.419225,28.6816,43.3,6.8308,"李兆博. 合金元素对Nb-Si-Ti超高温合金组织和氧化烧蚀性能影响研究[D]. 黑龙江: 哈尔滨工业大学, 2020."
alloy164,47,16,18,2,2,5,0,10,0,0,0,0,4.69,1.6793,21.13,-32.0328,12.415,-61.6875173,2388.62,768.89,7.062896,1.3881,356.4986,83.3909,8.1837,0.925761011,0.18537336,1.751416,7.19172,0.002744,220.55,3723.1,34.01,76.87470667,2388.9694,121.53,4356.19,557.22,28.766,613.0356,72.537,1.6796,1.22625,58.45,22.415,356.6678,356.6678,397.1659,177.58,152.99,0.00016565,119.91,138.49,111.96,7.10326,10.884034,23.88254,0.39183,74.689,0.00000673,6.68216,0.000160166,5.99,144.43,130.54,0.954525657,497.2722332,3.42061E-05,211.3075,1200429.39,202.3699,1267.962372,245860.5507,5970.8491,676552.3539,17745.2346,104.398594,17280.49838,1724.598531,0.04464584,0.063803488,148.7875,201.361675,6945.118021,6945.118021,7908.645878,1041.0636,396.6299,8.56241E-09,46.3019,133.7899,33.1384,9.193140192,1.074448397,3.354109508,0.037282361,2673.651579,9.3447E-12,48.24473789,1.34347E-07,0.41365,27.9651,47.7084,7.9803,"李兆博. 合金元素对Nb-Si-Ti超高温合金组织和氧化烧蚀性能影响研究[D]. 黑龙江: 哈尔滨工业大学, 2020."
alloy165,44,16,20,2,2,1,0,15,0,0,0,0,4.76,1.7184,22.162,-31.6872,12.167,-60.7651133,2389.9,781.34,6.793501,1.3795,355.4484,83.9071,7.7664,0.917654867,0.201717696,1.731256,3.24922,0.002065,221.25,3890.6,32.44,72.70275557,2389.8494,134.03,4327.44,551.772,28.734,608.7186,73.701,1.7184,1.23233,58.68,22.762,355.6068,355.6068,392.1555,176.34,151.97,0.000165349,119.43,137.62,111.41,6.9179,10.701516,23.81954,0.40113,79.546,0.000006687,7.39916,0.00016016,5.985,143.58,129.9,0.928927104,106.8381641,2.18943E-05,198.1475,1458015.64,146.7864,864.8423371,258269.1701,7883.4091,679942.2064,17666.83822,105.759794,17326.71088,1591.616899,0.04911544,0.060660301,146.3976,200.713556,7032.376016,7032.376016,7725.679087,997.7644,373.6091,8.15481E-09,42.9051,123.6956,28.6819,8.19269239,0.90733344,3.227476548,0.035592273,2792.503684,9.56173E-12,56.49113145,1.34349E-07,0.416025,20.2836,39.75,7.4325,"李兆博. 合金元素对Nb-Si-Ti超高温合金组织和氧化烧蚀性能影响研究[D]. 黑龙江: 哈尔滨工业大学, 2020."
alloy166,50,16,22,2,2,3,0,5,0,0,0,0,4.62,1.6552,17.493,-32.0104,11.5096,-59.10445878,2354.04,766.49,6.716718,1.3897,356.0752,83.7331,8.0184,0.846414252,0.179013093,1.829956,5.26022,0.002487,219.85,3623.4,32.58,73.20927777,2354.1894,111.31,4305.98,553.524,28.42,608.6286,71.829,1.6552,1.22173,58.28,24.156,356.2552,356.2552,399.9827,176.9,153.11,0.000172563,119.73,138.4,111.67,6.76044,10.8992,23.90534,0.40527,69.766,0.000006935,5.91716,0.000160178,6.025,144.56,130.46,0.93631262,306.1932303,2.82891E-05,223.4875,884764.44,175.5036,1071.188614,243460.3337,3685.7339,691637.8596,18848.67482,108.06955,18371.09929,1793.035859,0.03059896,0.065780897,150.1416,200.048464,7001.884015,7001.884015,7665.19986,1026.99,392.4779,8.3925E-09,46.0171,132.54,32.1011,8.134720786,0.829280859,3.354651844,0.036052477,2513.868644,9.25228E-12,39.26211769,1.34343E-07,0.395625,22.5664,44.5084,8.3171,"李兆博. 合金元素对Nb-Si-Ti超高温合金组织和氧化烧蚀性能影响研究[D]. 黑龙江: 哈尔滨工业大学, 2020."
alloy167,42,18,18,2,2,3,0,15,0,0,0,0,4.74,1.7196,22.882,-34.5112,12.7032,-64.74151317,2379.74,784.65,6.865154,1.3763,360.2006,87.532,8.3153,0.875956593,0.183720361,1.659698,5.18754,0.002373,221.21,3842.4,32.9,74.01878817,2379.8894,132.11,4316.88,548.88,29.336,605.9666,74.499,1.7196,1.24025,59.3,21.482,360.3518,360.3518,397.1405,175.24,151.21,0.000158331,119.29,137.32,111.41,6.96916,10.78156,23.73672,0.40249,81.474,0.000006539,7.28118,0.000180155,5.985,143.66,129.8,0.984792411,306.0349246,2.81378E-05,197.6059,1523748.24,181.03,1106.244083,261696.2486,8070.6379,691214.5456,17576.3886,113.175454,17147.53575,1680.913099,0.05235784,0.065018988,159.55,210.563476,7652.754685,7652.754685,8218.630481,1092.6024,413.0259,8.74984E-09,46.7059,135.2776,32.0419,9.257382714,1.083731265,3.575562422,0.03817787,2869.391124,9.80558E-12,57.41811799,1.47544E-07,0.426025,25.3044,46.62,7.5121,"李兆博. 合金元素对Nb-Si-Ti超高温合金组织和氧化烧蚀性能影响研究[D]. 黑龙江: 哈尔滨工业大学, 2020."
alloy168,48,18,20,2,2,5,0,5,0,0,0,0,4.6,1.6564,18.437,-35.1,11.9631,-63.14007083,2343.88,769.16,6.78764,1.3865,360.8274,87.3311,8.5646,0.798862417,0.163090838,1.758398,7.19854,0.002795,219.81,3575.2,33.04,74.52531037,2344.2294,109.39,4295.42,550.632,29.022,605.8766,72.627,1.6564,1.22965,58.9,22.876,361.0002,361.0002,404.9677,175.8,152.35,0.000165545,119.59,138.1,111.67,6.8117,10.979244,23.82252,0.40663,71.694,0.000006787,5.79918,0.000180173,6.025,144.64,130.36,1.006303475,497.5940677,3.42727E-05,222.8339,924738.96,209.6184,1311.257161,246177.065,3785.7179,702456.9636,18768.35878,115.863266,18191.4288,1885.319771,0.03399304,0.070307488,163.79,213.467024,7616.109368,7616.109368,8080.11407,1123.06,433.6275,9.08879E-09,49.9019,144.59,35.4611,9.21555391,0.974031848,3.71694963,0.038626813,2628.467764,9.56953E-12,39.83941151,1.47538E-07,0.405625,27.4304,51.4904,8.8503,"李兆博. 合金元素对Nb-Si-Ti超高温合金组织和氧化烧蚀性能影响研究[D]. 黑龙江: 哈尔滨工业大学, 2020."
alloy169,45,18,22,2,2,1,0,10,0,0,0,0,4.67,1.6952,20.066,-34.7088,11.9214,-62.66639042,2345.16,781.72,6.515969,1.3779,359.7772,87.8758,8.1621,0.805489974,0.178946594,1.738238,3.25604,0.002116,220.51,3742.7,31.47,70.35335927,2345.1094,121.89,4266.67,545.184,28.99,601.5596,73.791,1.6952,1.23573,59.13,23.223,359.9392,359.9392,399.9573,174.56,151.33,0.000165244,119.11,137.23,111.12,6.62634,10.796726,23.75952,0.41593,76.551,0.000006744,6.51618,0.000180167,6.02,143.79,129.72,0.980986437,107.2137744,2.20301E-05,210.7099,1231871.71,150.9891,888.5339932,258664.4268,6001.7779,702352.5411,18618.17954,117.24085,18175.8305,1752.128619,0.04026296,0.067122957,161.1931,212.498971,7712.560715,7712.560715,7975.327556,1075.3464,409.3011,8.68114E-09,46.1979,133.8171,30.6856,8.107018984,0.841671969,3.58275415,0.036661445,2776.413299,9.79146E-12,49.35199839,1.4754E-07,0.40835,20.1059,43.3016,6.7993,"李兆博. 合金元素对Nb-Si-Ti超高温合金组织和氧化烧蚀性能影响研究[D]. 黑龙江: 哈尔滨工业大学, 2020."
alloy170,50,18,20,2,2,3,0,5,0,0,0,0,4.62,1.6624,17.743,-34.8808,11.5447,-61.99883851,2348.96,771.99,6.662928,1.3836,361.0354,87.2451,8.3654,0.777448869,0.164971616,1.790678,5.14154,0.002403,220.51,3584.6,32.42,72.81363777,2349.1094,109.93,4298.24,552.732,29.056,608.1686,74.349,1.6624,1.23771,58.96,23.322,361.2154,361.2154,401.4735,175.6,152.13,0.000168875,119.53,138,111.55,6.7169,10.92786,23.79992,0.40905,72.308,0.000006815,5.86718,0.00018017,6.035,144.38,130.16,1.004912982,306.6840623,2.83135E-05,210.7099,918442.84,180.1436,1098.911471,248922.8516,3766.1051,706121.1024,19086.79438,115.653214,18506.246,1780.491299,0.03148024,0.067499706,162.8984,207.536116,7600.577179,7600.577179,7978.541869,1112.14,426.0331,8.99915E-09,49.0691,142.3,33.6875,8.42384119,0.853582819,3.655758774,0.037642648,2587.144336,9.55828E-12,39.72609903,1.47539E-07,0.400025,23.2756,47.9944,7.87,"李兆博. 合金元素对Nb-Si-Ti超高温合金组织和氧化烧蚀性能影响研究[D]. 黑龙江: 哈尔滨工业大学, 2020."
